Revenue Growth,EPS,Gross Margin,priceEarningsRatio,Class
0.1263,0.32,0.3365,17.8125,0
0.0612,-0.95,0.4522,0,1
-0.0812,-1.2,0.869,0,0
-0.1597,0.15,0.3377,19.6667,0
0.1023,-1.12,0.3134,0,0
0.4671,0.29,0.5004,82.4138,1
0.0253,0.67,0.5466,55.5224,1
0.3375,-0.46,0.4166,0,1
0.066,-0.36,0.3795,0,0
0.0395,2.47,0.4883,21.4211,1
-0.1165,0.61,0.2418,20.6066,1
0.0968,0.29,0.5864,77.5172,0
0.6066,-0.32,0.2972,0,1
3.1695,-1.54,0.812,0,1
0.1664,0.1,0.8032,83.7,1
0.4082,-0.25,0.5773,0,1
0.0277,0.77,0.0766,16.1688,1
0.1471,-0.53,0.2831,0,1
-0.0904,-0.16,0.4554,0,1
-0.0439,4.22,0.3484,23.3389,1
0.0805,1.41,0.252,46.4539,0
0.1761,0.36,0.3696,38.1944,0
-0.4527,-0.58,0.7997,0,0
0.0466,0.38,0.2597,29.1316,0
1.0098,-0.58,0.9517,0,1
-0.149,-0.27,0.3011,0,0
-0.6835,-3.27,0.478,0,0
0.6105,1.69,0.4386,15.8284,0
0.0761,-0.38,0.3945,0,1
-0.0797,-3.01,0.6475,0,0
1.4532,-0.21,0.3763,0,0
-0.3192,-0.32,0.398,0,1
-0.1083,-1.25,0.8232,0,1
-0.1001,0.89,0.2931,15.9888,1
-0.4631,-35.31,-25.2901,0,0
0.1254,-0.31,0.7255,0,0
-0.206,-18730.4,0.2808,0,0
0.247,0.2978,1,113.7005,1
-0.0808,0.12,0.6098,213,0
-0.0461,-0.47,0.4362,0,0
-0.0465,0.08,0.7166,106.25,1
-0.0032,-0.51,1,0,1
0.0461,1.81,0.1378,15.3536,0
0.1056,1.53,0.3322,23.8235,1
-0.0041,0.65,0.491,17.5385,0
2.9292,1,0.6037,3.35,0
0.0508,3.52,0.6991,35.3949,1
0.2211,0.63,0.9162,53.3333,1
0.1308,1.69,0.4932,40.2071,1
-0.1282,0.409,0.7001,9.6577,1
0.2643,0.09,0.5387,19.3333,1
0.0636,1.78,0.3861,26.0787,1
-0.0239,39.8,0.1981,0.3739,1
0.1418,0.13,0.4101,25.5385,1
0.0533,3.08,0.2176,13.0698,1
-0.0216,-0.47,0.2799,0,1
0.0282,0.6,0.3106,29.5,1
0.3614,-1.76,0.2289,0,0
0.1549,-0.541,0.1454,0,1
0.1036,0.35,0.4593,37.6,1
-0.096,-0.24,0.6913,0,1
-0.0293,1.91,0.26,15.5779,0
0.057,0.56,0.3209,20.3214,1
-0.0708,-2.36,0.3058,0,1
0.7412,-1.69,0.4514,0,0
-0.1578,-0.26,0.7049,0,1
0.0579,1.01,0.2969,22.1287,1
0.2645,0.33,0.4772,17.697,0
0.0206,-3.53,0.5425,0,0
0.1442,-0.85,0.4502,0,0
0.0714,0.62,0.4031,24.8387,1
0.3492,-10.33,0.158,0,1
0.0265,0,0.6945,0,0
-0.3602,-14.59,0.823,0,1
-0.1867,-0.65,0.4119,0,0
0.0859,-0.1,0.1347,0,1
0.5628,0.65,0.4438,21.3692,0
0.0634,0.21,0.5496,19.9048,1
0.069,-7.18,0.2449,0,0
0.1529,1.72,0.3559,26.7616,0
-0.1207,-2.22,0.1822,0,1
0.0154,0.22,0.2545,16.2727,1
-0.0312,0.49,0.3682,38.5714,1
-0.4006,-0.04,0.1435,0,1
0.0164,-0.77,0.4856,0,1
-0.0937,2.53,0.7613,22.3439,1
-0.061,-1.09,0.4048,0,1
0.1646,0.4,0.3968,36.725,0
-0.1229,0.3,0.487,0,0
-0.118,-5.44,0.2531,0,0
-0.262,-13.9,0.1498,0,1
-0.0605,0.06,0.5414,58.3333,1
-0.0312,0.29,0.7862,14.3103,1
-0.3131,-1.98,0.8825,0,0
0,1.53,0,26.6993,1
0,-4.05,0,0,0
0.0028,0.11,0.2012,50,1
-0.0805,-1.21,0.6099,0,0
0.5804,0.18,0.6956,103.0556,1
0.0369,-0.53,0.3157,0,1
-0.2027,-0.87,0.1772,0,0
0.0485,-1.08,0.3913,0,1
-0.019,-0.75,0.3428,0,0
-0.0755,1.63,0.1277,27.4847,1
-0.013,0.21,0.0822,13.5714,0
0.0991,0.18,0.9026,34.1667,0
0.0746,-0.16,0.3713,0,1
-0.1235,0.55,0.3267,2.5091,1
0.0376,1.05,0.354,21.4286,1
0.0238,1.39,0.2683,18.7122,0
0.0066,-0.76,0.2423,0,1
-0.0705,0.14,0.7102,26.0714,0
0.1788,29.0947,0.3033,0.0316,1
0.1455,0.27,0.3385,25.5556,1
0.3722,-97.2,0.4895,0,0
0.0314,0,0.517,0,0
0.4157,0.01,0.9171,441,0
2.3303,0.58,0.4465,14.8276,0
-0.0647,-0.12,0.2223,0,1
1.6387,-0.68,0.0399,0,0
-0.1059,-0.51,0.4165,0,1
0.0249,-0.3,0.5974,0,1
-0.0345,0.65,0.211,25.8308,1
-0.1001,-0.64,0.309,0,1
0.107,-0.05,0.1787,0,0
0.2277,0.12,0.8831,33.75,0
0.0877,-0.0632,0.592,0,1
-0.0508,2.95,0.325,19.6169,1
0.1071,0.36,0.5238,25.6111,1
-0.3768,-3.22,0.0515,0,0
-0.3662,-0.63,0.7031,0,1
0.4038,0.0394,0.4243,134.8985,1
0.1869,3.1,0.6073,31.0806,1
0.1028,0.5,0.1005,12.2,1
-0.1159,0.03,0.3218,58.3333,0
0.6968,-0.21,0.1917,0,0
0.0416,0.46,0.6069,14.3261,1
-0.2,-5.71,0.2297,0,1
-0.118,-5.25,0.1998,0,0
-0.1732,-210,0.5419,0,0
5.032,-0.48,0.3638,0,0
-0.0859,-0.09,0.1624,0,0
-0.1591,-1.93,0.5814,0,0
-0.5035,-1.21,0.5875,0,1
0.2481,0.6,0.4366,31.3333,0
-0.1585,0.27,0.6063,42.037,0
-1,-3.18,0,0,0
-0.0768,-0.61,0.8496,0,1
-0.2946,-0.03,0.1404,0,1
0.1574,0.69,0.2423,14.8261,1
0.0026,-0.35,0.3731,0,0
0.116,-0.128,0.6759,0,1
2.03,-9.66,-0.1347,0,0
0.0717,0.04,0.3592,24.75,0
0.0798,-1.32,0.2775,0,1
-0.5187,-1.45,0.2477,0,0
-0.1036,-1.82,0.076,0,1
0.0473,0.17,0.6257,19.4118,0
-0.2762,0.12,0.3478,83.5,0
0.1392,1.58,0.2334,25.4304,1
0.7878,-0.2084,0.4531,0,0
-0.1473,-0.1,0.2788,0,1
-0.1249,-0.55,0.5387,0,1
0.4151,-0.1,0.27,0,1
0.0605,0.17,0.807,24.0588,0
-0.0142,-0.1,0.507,0,1
-0.0652,0.08,0.3062,39.375,1
0.036,2.01,0.3099,13.0348,1
0.0001,0.47,0.1597,10.1489,1
0.0778,-0.22,0.2514,0,0
-0.0761,-1.25,0.4225,0,0
0.0378,0.55,0.7492,16.1818,1
0.5049,-1.41,0.5067,0,1
-0.0772,-0.92,0.2675,0,0
0.0731,0.19,0.3439,10.6842,1
0.1174,0.61,0.0801,12,0
-0.2821,-7.25,-0.487,0,1
0.0086,0.06,0.3367,83.6667,1
-0.0548,-0.13,0.4774,0,1
0.4291,-0.1,0.4454,0,0
-0.7439,-0.85,0.7744,0,1
0.1317,-12.2419,0.1367,0,0
0,-0.5711,-3.1957,0,0
0.0124,0.02,0.1187,188.5,1
-0.1217,-0.28,0.3053,0,0
-0.0633,-0.73,0.2365,0,0
375.9944,-1.76,0.9158,0,0
-0.0585,0.49,0.5445,33.5102,1
-0.2701,-0.59,0.2754,0,1
0.0804,-0.55,0.0784,0,0
-0.097,0.09,0.6784,19.1111,1
-0.1758,-23.86,-1.3249,0,1
-0.3843,-0.18,1,0,0
-0.616,-183.53,-0.2208,0,0
0.1297,2.1,0.5019,1.8667,0
-0.2174,-0.7,0.7631,0,1
-0.2853,-1.28,0.7321,0,1
-0.0348,0,0.0803,0,1
0.0416,-0.76,0.7371,0,0
-0.308,-1.7,0.0898,0,0
-0.3984,-34,0.1053,0,0
0.2344,0.78,0.373,3.8462,1
0.6089,-3.22,0.2558,0,0
0.0506,0.79,0.2598,12.8101,1
-0.0409,0.48,0.4158,13.9583,1
0.2187,-0.56,-0.1082,0,1
-0.5754,-1.34,0.2019,0,1
-0.0118,0.6,0.2384,16.9,1
0.0626,0.2,0.1633,19,1
-0.0782,0.47,0.8787,21.2766,0
-0.5692,1.25,0.166,14.32,0
-0.0538,-0.1,0.4201,0,1
-0.0491,2.5,0.4762,31.296,1
0.6587,0.4234,0.2462,36.0652,0
0.1026,1.74,0.2116,20.023,0
0.0393,43.4,0.2856,3.7604,1
-0.0156,2.02,0.3374,27.8663,1
-0.0774,4.42,0.2358,19.8891,1
-0.037,1.69,0.6053,25.4201,1
0.0196,5.07,0.2483,16.9053,1
-0.1346,4.49,0.3884,9.9866,1
0.0372,2.67,0.437,21.8015,1
-0.1724,0.2001,0.6562,22.2889,1
0.3825,0.14,0.5321,36.9764,1
-0.2513,0.9417,0.3134,14.6756,1
0.0329,1.3,0.3896,33.9077,1
-0.0574,2.78,0.3563,45.7914,0
-0.0225,2.13,0.3442,23.4178,1
0.0188,-2.58,0.2939,0,1
-0.0056,1.3,0.1952,26.0077,0
-0.0143,1.76,0.3473,36.5114,1
-0.2369,-0.6,0.2542,0,1
-0.0544,3.71,0.5444,27.1375,1
0.0316,5.41,0.1302,25.8872,1
-0.0344,0.66,0.6002,48.4394,0
0.1045,0.97,0.5995,51.189,0
0.0146,3.33,0.3458,34.8108,1
-0.0719,1.53,0.5862,43.5425,1
-0.1662,2.99,0.0586,12.2676,1
0.0803,3.5,0.3069,19.16,1
-0.1396,2.13,0.4025,44.0939,1
0.0465,1.16,0.1757,32.3621,1
0.0295,1.57,0.4453,27.0318,1
-0.2398,5.14,0.062,13.284,1
0.1963,1.5,0.5684,28.5933,1
0.0102,2.08,0.3948,22.1587,1
0.2384,4.4,0.4278,26.3591,1
-0.1945,-2.6,0.6031,0,1
0.0319,-0.98,0.418,0,0
0.9278,-2.33,0.2527,0,1
-0.0172,2.87,0.8052,30.1951,0
0.0044,0.84,0.4797,22.5119,0
0.0197,2.5,0.1484,9.012,0
0.0972,2.91,0.3527,24.8213,0
0.0107,2.61,0.367,11.8851,0
-0.1454,-0.09,0.2431,0,1
-0.0987,2.055,0.8085,13.0462,0
0.1192,0.86,0.4224,0,1
-0.085,5.05,0.6021,24.7525,0
-0.0114,-0.68,0.3701,0,1
-0.0673,-0.046,0.1728,0,0
-0.0093,4.66,0.1854,17.6352,1
0.0453,1.48,0.1787,17.5338,1
0.0947,1.23,0.5779,19.4797,1
0.1009,3.06,0.0947,14.6765,1
0.0125,3.14,0.4044,27.3631,1
0.0042,0.11,0.1315,62.8182,1
0.2381,1.62,0.2157,40.6543,0
-0.0047,2.19,0.4579,40.7626,1
0.1697,0.76,0.2922,38.0789,1
0.1158,0.65,0.121,26.7606,1
-0.0136,1.8784,1,23.0622,1
0.2572,0.63,0.2567,27.381,0
0.194,0.07,0.2716,114.2857,1
0.3391,-0.11,0.4704,0,1
0.0118,0.5105,0.3953,180.9011,0
0.0256,4.45,0.4359,23.3753,0
0.0414,0.399,0.3304,48.6406,1
0.0257,-17.426,0.3582,0,1
-0.0171,0.87,0.3325,18.9885,1
0.0884,2.67,0.2009,29.3858,0
0.1799,0.56,0.3974,34.6721,1
0.0869,0.89,0.4018,55.9551,1
-0.0615,0.98,0.6178,24.3061,1
-0.0083,5.62,0.221,17.0534,1
0.0103,9.52,0.1752,7.4842,1
-0.0271,5.9748,0.5737,19.4216,0
0.2047,2.77,0.154,16.5451,1
-0.0136,1.8784,1,22.9557,0
0.1261,2.86,0.5764,14.028,1
-0.0731,-4.44,0.4889,0,0
-0.013,0.9227,0.5428,23.4746,1
0.0938,3.35,0.2511,17.1015,0
0.0768,1.12,0.0576,36.5804,1
0.0984,2.0786,0.4158,6.2638,1
0.0073,1.06,0.3393,21.1415,1
-0.1063,4.33,0.1806,10.8915,1
-0.1255,2.29,0.7822,16.5459,1
0.1132,2.95,0.1605,28.8169,1
-0.0358,3.04,0.2137,7.0132,0
0.4165,-1559.81,0.5241,0,1
0.0972,4.59,0.4149,17.0174,0
0.095,1.57,0.0995,32.949,1
0.048,0.24,0.3604,46.9583,0
0.3431,0.5115,0.7168,20.4106,1
-0.007,2.17,0.4764,13.8157,1
-0.0415,-0.38,0.4639,0,0
0.0289,0.66,0.2957,23.6061,1
2.0351,1.56,0.146,16.4359,1
0.1042,0.2,0.1107,55.45,1
0.0609,3.72,0.2333,24.422,1
0.063,7.46,0.5226,27.3284,0
0.036,2.21,0.2735,20.7647,1
-0.026,3.78,0.4611,15.9048,1
-0.0231,1.1,0.1672,22.8273,1
-0.0632,1.94,0.6376,9.5928,1
-0.1151,2.8659,0.4728,24.7078,0
-0.1319,-0.08,0.1705,0,1
0.1007,2.9,0.8219,17.5086,0
-0.0772,0.27,0.7069,11.6296,1
-0.0149,3.02,0.2364,15.0199,1
-0.073,0.76,0.658,4.7763,1
-0.0063,0.99,0.3687,29.2013,1
-0.0153,1.27,0.4882,9.2,1
-0.0752,-0.46,0.0895,0,1
0.0429,2.44,0.2735,11.4508,1
-0.0138,1.07,0.6512,26.0187,1
0.1395,2.63,0.1488,20.6844,1
0.0313,0.29,0.3591,43.6207,1
0.1157,1.0084,0.3502,2578.3419,0
0.0618,3.76,0.3082,30.5186,1
-0.0053,-0.9,0.2023,0,0
0.0233,0.66,0.6578,25.3485,1
0.131,0.5,0.1213,28.76,1
-0.0305,0.46,0.183,35.0217,1
0.1785,-0.08,0.4089,0,1
0.0331,0.04,0.3609,587.5,1
0.0207,0.12,0.3046,69.75,1
-0.9993,-0.9584,1,0,1
0.279,1.47,0.2059,6.0952,0
0.113,0.68,0.5901,18.7941,0
1.827,-12.8652,0.6142,0,1
0.0887,-0.85,0.1806,0,0
-0.0402,0.91,0.0656,32.7582,1
-0.0221,1.7,0.3593,5.3529,1
-0.1104,0.51,0.8528,7.2745,0
0.0753,0.5,0.1803,11.34,1
0.5758,-0.25,0.2044,0,1
0.1683,0,0.5937,0,0
0.0414,1,0.6286,19.15,0
-0.0031,0.12,0.252,92.5,1
0.0242,1.44,0.3603,12.0833,1
0.4723,1.64,0.2316,24.75,0
0.3124,-0.48,0.5835,0,1
0.1624,0.06,0.1618,47,0
0.1998,0,0.4279,0,0
0.0365,9.96,0.0597,8.0321,1
0.3117,0.54,0.5476,26.2963,0
-0.1274,0.88,0.3022,6.1818,1
-0.0534,4.4279,0.2029,11.1181,1
0.0853,-0.23,0.0484,0,1
0.4039,-0.14,0.5046,0,0
0.7729,1.0263,0.5548,3.4103,1
-0.0516,2.18,0.8108,8.6468,1
-0.1137,0.79,0.7372,12.8101,1
0.1997,0.72,0.2915,31.5139,0
1.1259,3.84,0.7957,8.7318,0
0.0018,0.05,0.3337,42.8,1
-0.74,0.23,-0.0457,6.087,1
0.0582,-0.3,0.2526,0,0
-0.0972,-0.67,0.7859,0,1
0.0593,0.64,0.5035,23.8438,1
-0.0135,-0.01,0.326,0,0
-0.0384,0.1337,0.2402,31.1892,1
0.1836,0.37,0.6047,19.1351,1
-0.0617,0.0174,0.341,295.9655,1
-0.3342,-2.33,0.1981,0,1
0.0288,-2.86,0.0987,0,1
-0.0709,-0.43,0.3781,0,1
-0.2697,-11.31,-0.8768,0,1
-0.2211,0.25,0.0678,161.2,1
-0.3389,-11.24,0.0374,0,1
-0.0624,-2.26,-0.7366,0,1
-0.4031,-5.14,0.1175,0,1
-0.1446,-0.32,0.1897,0,1
-0.1195,-0.86,-0.1243,0,1
-0.018,-0.4,0.0738,0,1
-0.3091,-0.6814,0.0985,0,1
-0.1482,-4.73,0.1929,0,1
-0.5514,-10.75,0.2622,0,1
0.2736,-0.01,0.1288,0,1
0.7269,2.39,0.265,14.6597,1
-0.1832,-0.2,0.2092,0,1
-0.2012,0.68,0.11,23.0882,1
0.0194,1.03,0.3155,27.4757,1
-0.193,-3.102,0.1549,0,1
-0.0581,0.16,0.4036,15.875,1
0.046,-0.41,0.4006,0,1
0,-0.16,0,0,1
0.0097,-0.68,0.0212,0,1
-0.1142,-0.23,0.0868,0,1
-0.1327,-0.54,0.0963,0,1
-0.378,1.69,0.3801,27.0592,0
-0.1169,-2.83,0.0563,0,1
-0.1658,2.02,0.2323,33.3317,1
-0.297,0.38,0.213,29.9211,1
0.2606,-5.722,0.0873,0,0
-0.0902,-1.93,-0.0595,0,1
-0.0443,0.89,0.2005,33.6854,1
-0.3616,-0.2267,0.2307,0,1
-0.2666,0.22,0.2301,85.1364,1
-0.0917,2.97,0.3591,13.7407,0
-0.2823,9.62,0.2154,9.0333,1
0.1429,1.66,0.2506,57.2108,1
-0.1112,-0.5,0.167,0,1
-0.0219,-0.62,0.1109,0,1
-0.1076,0.43,0.412,41.8372,1
-0.2621,0.57,0.3729,29.6491,1
-0.3095,2.21,0.0777,14.9367,1
-0.2693,-0.475,0.1984,0,1
0.0127,5.71,0.2674,11.8231,1
0.1966,4.31,0.2054,31.6891,1
-0.0326,0.74,0.2805,15.027,1
-0.0177,2.79,0.1931,9.8889,1
-0.1981,-10.29,-0.0254,0,1
-0.0347,0.1157,0.2531,106.5687,0
-0.0641,0.39,0.3681,68.3333,1
0.0467,0.11,0.4987,238.9091,1
0,0,0,0,1
-0.4413,4.54,0.2596,10.843,1
-0.0117,2.11,0.3752,6.3934,1
-0.2136,0.359,1,113.3983,1
0.2317,-2.62,-0.0814,0,1
-0.2128,-5.27,0.2038,0,1
-0.106,-0.84,0.0398,0,1
0,-0.1,0,0,1
-0.1213,0.73,0.2456,0,1
0.0167,1.33,0.1321,19.1955,0
0,-0.25,0.2446,0,1
-0.1419,0.84,0.314,22.036,1
-0.0496,2.33,0.3303,26.9614,1
-0.2356,3.66,0.3213,9.2726,1
-0.1282,0.93,0.4198,28.086,1
0.2022,-0.12,0.2292,0,1
-0.0735,2,0.4003,49.795,0
0.6104,-0.07,0.5256,0,1
-0.1307,-2.84,0.0126,0,1
-0.2437,0.7818,0.2881,16.1167,1
-0.2217,0.1169,0.1189,51.0744,1
0.1557,3.01,0.3044,18.608,1
0.0171,2.82,0.2155,16.6773,1
0.187,3.77,0.2383,22.1645,1
-0.0245,-3.2,0.1675,0,1
-0.3003,0.23,0.5597,3030,0
-0.0678,-0.36,0.0719,0,1
-0.0515,3.38,0.4667,33.8402,1
-0.0575,0.37,0.2234,60,1
-0.0372,5.18,0.4533,19.0772,0
-0.3393,-1.01,0.0133,0,1
0.0027,0.16,0.3025,285.9375,1
-0.0099,1.72,0.2726,23.1453,1
-0.1291,-1.25,0.0075,0,1
-0.0679,-1.47,0.0912,0,1
-0.1342,0.14,0.2003,121.5,1
-0.1108,-0.08,0.2821,0,1
-0.1027,-1.49,-0.0476,0,1
0.3264,-2.46,0.3869,0,0
0.0188,11.43,0.4903,22.7122,1
0.2506,-1.54,0.0502,0,1
-0.0537,2.24,0.2122,16.4955,1
0.7459,-1.41,0.1336,0,1
-0.0325,-2.7666,-0.3577,0,1
0,-0.24,0,0,1
0.0151,0.9674,0.3113,29.7912,1
-0.3002,-6.94,-0.0539,0,0
1.2221,-0.22,0.2529,0,0
-0.0835,0.19,0.0697,120.5263,1
0.0499,1.81,0.4225,27.6796,1
-0.1433,4.7,0.3004,16.0149,1
-0.0212,5.19,0.4471,23.052,1
-0.031,0.23,0.3867,60.913,1
-0.0804,2.62,0.342,23.2137,1
-0.1661,0.08,0.2128,98.5,1
0.0108,4.88,0.2655,11.1311,1
0.3851,-0.38,0.2116,0,1
-0.4243,1.47,0.3801,15.0884,1
-0.2505,5.95,0.2845,19.8354,1
-0.0938,-0.34,0.194,0,1
0.2074,0.75,0.1796,33.92,1
-0.1182,-2.44,0.235,0,1
1.2212,0.2386,1,778.7091,0
-0.1513,-0.39,0.2314,0,1
-0.1591,-0.34,0.221,0,1
0.4269,-0.01,0.3005,0,0
-0.1174,-1.67,0.0458,0,1
0.1362,2.25,0.1848,22.5333,0
-0.0802,-1.61,0.1157,0,1
0.2803,0.35,0.3029,27.3429,1
-0.144,-2.78,0.2247,0,0
0.1165,2.21,0.4008,19.6109,0
0.0942,1.18,0.1304,14.0678,1
0.0691,2.1,0.2215,14.6524,1
-0.1541,33.32,0.0382,0,0
-0.0317,0.85,0.3095,9.4235,0
-0.038,2.95,0.2937,14.2339,1
-0.0793,1.49,0.1218,12.3758,1
-0.1208,1.17,0.2051,7.735,1
0,-0.57,0.1709,0,0
-0.017,1.31,0.2151,7.4733,1
-0.1584,0.3683,0.1111,96.0087,1
0.0408,5.9,0.225,14.9458,1
-0.2242,-1.3,-0.1083,0,1
0,-0.1302,0,0,0
-0.0746,1.89,0.2874,16.3503,1
-0.0902,1.6,0.1861,17.5,1
-0.2913,-7.7,-0.0265,0,1
0,0.01,0,28,1
0,-0.1663,0,0,1
-0.2575,2.09,0.1127,6.5,1
0,-0.04,0,0,1
0,1.31,0.1386,17.3008,1
0,-0.04,0,0,1
-0.2364,1.65,0.2224,19.2485,1
0.0264,-13.76,0.1943,0,0
-0.1835,-1.5,0.1426,0,1
0.1723,0.8,0.8601,76.9875,1
0.5764,0.8,0.1302,22.6875,1
0.0421,3.11,0.262,14.746,1
0.1255,0.765,0.3513,24.8627,1
-0.1316,-0.0362,0.0777,0,1
0.2793,0.85,0.2841,29.2118,1
-0.2108,-26.2,-0.0943,0,0
0.0462,-3.51,0.1599,0,1
0.2106,1.76,0.2233,25.9432,1
0.0065,0.85,0.303,27.3176,1
0,-0.04,0,0,1
-0.0575,-0.66,0.0881,0,1
-0.1409,10.77,0.248,5.5311,1
-0.0066,0.39,0.2581,44.7692,1
0.1679,-0.08,0.4213,0,0
-0.0596,1.31,0.1816,22.1221,1
0.0842,0.47,0.2268,40.8511,0
-0.1967,0.06,0.3271,27.6667,1
-0.026,1.07,0.1646,11.972,1
-0.2939,-1.37,0.0286,0,0
-0.1155,0.4,0.3336,10.125,1
-0.0833,19.45,0.3172,19.5748,1
0.0205,1.92,0.3043,31.6667,1
-0.2236,-2.07,-2.9298,0,0
-0.1646,0.76,0.2356,16.3026,1
0,-281.5,0,0,0
-0.2246,-14.6,0.8352,0,0
-0.2772,-0.72,0.4054,0,0
-0.2852,0.49,0.3147,10.7347,0
-0.202,-0.39,0.1713,0,1
-0.1092,2.98,0.1367,15.2785,1
0.0453,1.82,0.1807,21.033,1
-0.2553,0.77,0.2645,20.4805,1
-1,0.23,0,2.1304,1
-0.1874,-7.5578,0.4022,0,1
0.2529,-45.75,0.6537,0,1
-0.2912,-0.2025,0.0046,0,1
-0.0565,0.06,0.3553,29.1667,1
-0.5706,-3.07,0.0035,0,1
-0.0784,3.34,0.1735,14.8772,1
-0.0127,3.05,0.5294,27.4557,1
0.0572,3.02,0.2201,20.6722,1
0.2268,-0.38,0.3751,0,0
-0.1205,-1.32,0.1443,0,1
-0.1693,0.0385,0.0202,214.026,1
0.3172,-0.1,0.0445,0,1
0.0535,4.96,0.3418,10.9496,1
0,-0.03,0,0,0
-0.1235,1.06,0.1904,12.7358,1
-0.037,3.84,0.3766,20.1198,1
33.3447,-0.48,-0.2471,0,1
-0.0848,0.45,0.2691,6.7778,1
0.1303,0.2,0.3221,38.95,1
0.0728,-1.79,0.0556,0,1
0.1086,-0.16,0.356,0,1
0.1965,-0.28,0.2094,0,0
-0.1342,0.5572,0.4348,13.7294,1
0.4281,0.75,0.3283,2.4267,1
-0.0458,0.3,0.1332,7.6,0
-0.0704,-26.4,0.1483,0,1
0.756,0.64,1,2.3906,1
0,-0.0145,0,0,1
1.3026,0.36,0.2128,10.9722,0
2.5876,0.0072,0.4256,18.314,1
-0.0198,-141.91,0.1233,0,0
-0.2179,0.99,0.3952,9.3636,1
0.1283,11.16,0.3947,2.2796,0
-1,-0.2557,0,0,1
0.046,2.58,0.2679,8.6512,1
0.0021,-0.47,0.2627,0,0
-0.3982,-0.0651,-0.1167,0,1
-0.0674,0.06,0.0469,103.3333,1
-0.0006,0.11,0.3901,9.0455,1
0.0662,-1032.2,-0.2862,0,0
0,-0.16,0,0,1
0.4103,0.68,0.3005,6.7059,1
2.3787,-0.31,0.0755,0,1
-0.0502,0.07,0.3499,159.8571,1
-0.0024,0.345,0.1993,13.7681,1
0.1092,0.65,0.3493,17.7969,1
-0.097,1.98,0.0383,0.3687,1
-0.6802,-20.82,0.1648,0,1
0,-0.2025,0,0,1
-0.0184,1.73,0.2301,15.1792,1
0,-0.5,0,0,1
-0.1079,2.51,0.4027,25.5259,1
-0.1137,-32,-0.2704,0,1
-0.2195,-0.4299,-0.0283,0,1
0.2111,-4.71,1,0,0
0,-0.12,0,0,1
0,-0.0681,0,0,1
0.2169,-0.01,-0.0315,0,0
-0.1211,-2.92,0.0531,0,1
-0.1268,2.3,0.2195,23.8957,1
0,-0.0145,0,0,1
-0.5179,-9.5,1,0,0
-0.0152,1.13,0.8025,28.5664,1
0.0429,0.94,0.7639,73.1809,0
30.5447,0,1,0,0
0.3113,12.37,0.8773,8.1803,0
0.1452,3.15,0.8031,18.8063,1
-0.0648,1.58,0.6219,33.4304,1
0.0131,-0.18,0.7094,0,1
0.0078,2.94,0.5713,15.2755,0
0.3541,4.05,0.2586,21.3704,1
0.0307,-1.16,0.635,0,0
0.1915,2.44,0.6886,31.8074,0
0.0999,4.66,0.1731,20.9807,0
0.2041,6.1,0.2357,19.2852,1
0.3744,1.49,0.1207,22.0839,0
0.0848,8.17,0.3288,17.9106,0
0.187,2.02,0.2661,24.0149,1
0.2067,2.02,0.9546,59.2871,0
0.1093,15.38,0.8848,19.9187,0
-0.0154,5.1416,0.6299,7.8478,1
-0.0306,1.84,0.5779,35.6739,0
0.2215,1.8,0.4471,30.0389,0
-0.085,1.79,0.5673,33.9944,0
-0.8045,-0.56,1,0,1
0.4282,-0.71,1,0,0
0.5728,-2.13,0.8189,0,1
0.1656,0.68,0.9105,280.5147,0
2.411,-3.36,1,0,0
2.5024,-0.58,1,0,0
0.373,-7.59,0.365,0,0
24.0631,-2,0.9229,0,0
0.0797,9.15,0.8049,17.741,0
0.3115,0.13,0.4817,68.4615,0
0.0909,2.26,0.2712,20.9602,0
0.2946,-2.48,0.2179,0,0
0.2174,3.43,0.4566,38.6764,1
0.0689,0.47,0.5296,80.3404,1
0.0715,9.73,0.2279,14.3309,1
0.2834,0.78,0.6998,131.5256,1
0.1824,-12,1,0,0
0.4651,-25.04,0.3649,0,0
0.5509,-0.72,0.6925,0,0
0.0175,2.27,0.7476,37.1189,0
0.0249,2.89,0.2829,21.5062,0
0.0428,1.38,0.8432,15.8881,0
0.1223,-1.41,1,0,0
0.2,-1.24,0.5752,0,0
4.3963,-0.06,0.5216,0,0
-0.0701,1.78,0.4159,21.4326,1
1.7132,10.01,0.7831,31.2188,0
0.0748,5.14,0.3762,13.1576,1
0.7786,-2.31,0.8794,0,0
0.1499,-0.61,0.8522,0,0
-0.0025,1.2,0.5054,32.1583,1
-0.0362,-4.92,0.536,24.6223,0
-0.0693,1.115,0.812,30.4484,0
0.1218,4.81,0.5384,14.6397,1
0.8222,-0.42,0.831,0,1
-1,-1.2,0,0,0
0.0159,2.04,1,1.7353,0
-0.6329,-3.25,1,0,0
0.1022,6.89,1,17.3425,0
0.7863,1.65,1,37.8545,0
-0.0605,7.4,0.6546,10.4185,0
0.2845,-47.2,1,0,0
0.6237,-2.58,-0.3998,0,0
-0.1872,-3.45,1,0,0
0.1877,-1.07,0.8292,0,0
0,-2.95,0,0,0
0.3405,-0.49,0.7763,0,0
0,-2.02,0,0,0
0.4803,-0.77,0.8952,0,1
1.5494,0.27,0.7101,80.2593,0
0,-2.29,0,0,0
0.0045,4.96,0.4572,28.5988,1
-0.4917,-1.63,1,0,0
-0.6376,-4.49,1,0,0
