Revenue Growth,EPS,Gross Margin,Profit Margin,Free Cash Flow margin,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,returnOnAssets,returnOnEquity,currentRatio,quickRatio,Graham Number,ROE,Gross Profit Growth,Net Income Growth,EPS Growth,Free Cash Flow growth,10Y Revenue Growth (per Share),5Y Revenue Growth (per Share),3Y Revenue Growth (per Share),10Y Operating CF Growth (per Share),5Y Operating CF Growth (per Share),3Y Operating CF Growth (per Share),10Y Net Income Growth (per Share),5Y Net Income Growth (per Share),3Y Net Income Growth (per Share),R&D Expense Growth,Class
0.1055,3,0.7368,0.437,-0.8485,1.9157,10.5129,24.4033,0,19.5774,18.54971851,21.78664401,9.960992028,,0.0829,1.233450013,0.622998981,50.7902,0.0829,0.1122,0.2704,0.2295,-0.4203,-0.0105,0.0492,0.0559,0.0661,0.0892,0.063,0.0196,0.2228,0.7767,0,1
0.1306,0.26,0.7203,0.107,-1.1231,1.6233,12.1884,109.5,0,26.8363,24.44081068,79.10931167,11.10046264,,0.0187,1.456845829,0.667003574,10.129,0.0187,0.1279,0.0468,0,0.4953,,0.0939,0.0381,,0.3623,0.1967,,0,0.0237,0,1
0.0994,1.78,0.6093,0.175,-0.307,62.3479,7.3368,41.7809,0,14.7084,13.28115264,30.60134283,6.624911439,,1.8398,0.294370314,0.127002847,6.9123,1.8398,0.0724,-0.0152,0,-0.414,-0.008,-0.0219,-0.056,0.0178,0.0129,-0.0465,0.0987,-0.0831,0.0176,0,0
-0.0823,0.6,0.0753,0.097,0.7633,0.8697,1.9311,20.5833,2.6111,29.8087,29.57847619,9.151991316,1.916222749,,0.0938,3.836638022,2.146715821,13.8456,0.0938,-0.4042,1.8348,1.9677,0.6073,-0.0266,0.0351,0.1046,-0.2002,0,0,-0.088,0,0,0,0
0.1863,2.21,1,0.524,-0.1136,2.4918,11.457,21.3575,0,17.513,15.13883444,18.8015733,9.903863099,,0.115,3.380432166,1.904026724,30.6902,0.115,0.1863,0.208,0.1218,0.8665,0.03,0.08,0.0991,0.0112,0.0267,0.0153,-0.0411,0.0562,0.0829,0,0
0.0594,0.965,0.5259,0.188,0.1547,6.0251,6.9925,36.9689,44.9129,17.2734,32.5713033,66.23970249,13.18523448,,0.1718,0.967193107,0.409287053,11.3384,0.1718,0.0594,0.2604,0.2452,-0.4279,0.0335,0.0484,0.0535,0.0696,0.1099,0.1056,0.1914,0.2986,0.1345,0,1
0.0126,-0.08,0.7054,-0.036,0.2897,0.9367,3.7606,0,12.4291,9.59,8.195734954,54.2964004,3.21388288,,0.0154,1.352852143,0.977012582,0,0.0154,0.0187,-1.7063,-1.8889,-0.0576,-0.0705,-0.0113,-0.0323,-0.0509,0.0426,0.0007,-0.1348,0,-0.1968,0,0
-0.0239,0,0.6992,0.549,0.0046,,2.4617,0,531.9302,11.6926,4.372752623,3.856127381,2.117290262,,0.1492,0.507249879,0.096296883,,0.1492,-0.0097,-0.0517,-1,2.0538,,,-0.2821,,,-0.2059,,,0.1863,0,1
0.3162,-0.13,0.6079,-0.036,-3.292,1.646,4.4921,0,0,17.0002,11.79717167,,3.117269234,,-0.0033,2.416646338,2.288530029,0,-0.0033,0.3215,0.6019,0.7547,-0.5089,,,0.0439,,,-0.052,,,0,0,1
0.7577,-0.91,0.5801,-0.233,-5.4683,1.2188,3.3584,0,0,7.9303,7.015602337,,2.971025732,,-0.0179,6.40344702,5.543027066,0,-0.0179,0.7869,-30.8976,-23.75,-1.1127,,0,-0.3059,,0,0.9108,,0,0,0,0
0.3838,0.32,1,0.18,0.4823,1.4874,10.1991,59.75,19.6711,14.5659,11.80254742,45.79810493,8.264167018,,0.0257,44.47698164,22.04326103,9.6206,0.0257,0.3838,0.8412,0.5238,2.6054,,,1.0586,,,0,,,0,0,1
0.0438,0.76,0.5355,0.126,0.3626,1.8726,8.1978,64.2105,22.1159,21.063,18.56920378,57.3710623,7.227259239,,0.0288,1.623528337,0.722909651,21.1095,0.0288,0.0667,-0.146,-0.2621,9.6483,-0.0033,0.0309,-0.0102,0.0243,0.0529,0.0019,-0.0434,-0.0128,-0.0844,0,0
0.116,-0.95,0.3218,-0.059,0.1055,0.9468,0.5045,0,4.6939,4.1881,3.459479293,,0.416709168,,-0.0585,2.847837023,2.903845877,0,-0.0585,0.113,-1.3742,-1.3909,3.365,0.0929,0.0263,0.0812,-0.0172,0.0959,-0.0056,0,0,0,0,0
0.0102,1.07,0.128,0.239,-0.0107,1.8117,0.9266,3.8785,0,29.5788,29.56810731,3.591720037,0.926278736,0.2026,0.3535,1.233,1.120607772,8.8673,0.3535,1.0404,3.3953,3.4583,0.6879,,-0.1683,0.1011,,-0.4926,-0.6063,,-0.4467,-0.2938,0,1
-2.3952,-1.67,4.2531,7.629,25.3838,0.7406,0,0,0,-3.9759,,,,,-0.0417,0.213037547,0.055945197,0,-0.0417,-0.5818,-0.3056,-0.5321,-1.8538,,0,0,,0,0,,0,0,0,1
-0.0069,1.26,1,0.127,0.3409,4.5105,5.626,44.4444,16.4873,15.3491,14.71195779,42.62369518,5.392452435,0.5947,0.0478,1.745,1.655163522,27.3219,0.0478,-0.0069,0.3539,-0.0308,-0.1879,,,-0.1004,,,-0.054,,,1.134,0,0
0.0412,1.66,0.3801,0.09,0.0907,3.971,1.3873,15.9398,15.822,13.3626,13.8182684,15.91888798,1.434619193,0.3755,0.2498,2.993,2.809481171,15.7754,0.2498,0.0264,-0.0255,-0.0292,-0.0041,,,0.1796,,,-0.085,,,0.9879,0,1
13.51,-0.44,-0.614,-3.654,1.4284,1.0908,18.1971,0,12.7397,-5.4681,,,17.96853922,,-0.219,2.947562027,3.49443704,0,-0.219,-66.8045,-2.176,,1.1203,,,,,,,,,,0,1
-0.0675,0.21,0.3579,0.164,0.0634,2.116,14.6211,90.7143,231.05,132.8298,133.0347173,89.23662511,14.64368025,,0.0237,10.95294912,9.550915504,6.5222,0.0237,-0.0573,10.1826,11.5,-0.5395,-0.1557,-0.0375,-0.0293,0,0,-0.0682,-0.1102,0,0.5803,0,0
0.3836,2.33,1,0.14,0.3696,5.1334,4.4071,16.2833,6.1548,11.7962,5.771663403,15.45655799,2.156298118,0.4737,0.306,4.635,4.783954517,19.9633,0.306,0.3836,4.0993,4.0652,-0.0329,,,,,,,,,,0,1
1.2536,0.09,0.9233,0.038,-0.0203,1.0175,5.0337,123.4444,0,30.9559,26.06408308,30.54138605,4.238219503,,0.0266,5.699385905,6.147577737,4.7022,0.0266,1.2623,0.4561,0.125,-6.1983,,,,,,,,,,0,0
-0.4207,1.19,0.0149,0.297,0.3063,1.5331,8.1257,18.6134,0,-60.7155,,0,0,,0.1046,10.42832334,12.0615682,19.6759,0.1046,-0.7753,-13.8473,1.2251,-1.5327,,0.106,0.2077,,-0.052,0.3915,,-0.222,0.3246,0,1
1.6415,-0.95,0.9589,-2.756,0.3131,1.7772,45.0687,0,143.8555,-56.2934,,,32.49294802,,-0.0667,24.96059113,19.32118227,0,-0.0667,1.5591,0.7329,0.7331,1.048,-0.2423,-0.3453,-0.6344,0,0,0,0,0,0,0,1
-0.2982,1.31,0.9121,0.491,0.8227,0.8484,4.9621,10.0534,6.0319,6.0319,4.599151959,7.697959032,3.783516357,,0.084,0.156800577,0.148535446,21.3902,0.084,-0.3141,395.8667,0,-0.1965,,,-0.0075,,,-0.0786,,,0,0,1
0.0368,2.32,0.6818,0.163,0.5324,1.937,8.0749,49.6509,15.1509,12.4705,11.61493037,22.72626798,7.520908425,,0.0794,2.654423637,2.038521683,55.7156,0.0794,0.047,-0.0794,-0.083,-0.168,0.023,0.0327,-0.0062,0.0173,0.0465,0.0095,0.029,0.0425,0.0424,0,1
-1.0472,-0.61,1,40.808,-18.8352,1.0079,0,0,37.5775,37.5775,28.50226968,,,,-0.0581,0.21330669,0.119105668,0,-0.0581,-1.0472,-1.6376,-1.44,-0.9138,,,0,,,-0.6658,,,0,0,1
-0.0283,-0.07,0.8972,-0.017,0.0553,,1.0451,0,18.3662,112.3143,16.17626676,,1.015037721,-0.0371,-0.024,2.698,2.613089243,,-0.024,-0.0261,-1.2771,-1.2692,-0.1539,,,0.1397,,,-0.2799,,,0,0,0
-0.1413,2.07,1,0.509,3.1577,0.7333,5.1386,10.1014,1.6261,1.6273,0.415189428,2.027963229,1.311041253,,0.0923,0.061216966,0.033851048,36.4436,0.0923,-0.1413,3.6029,3.9286,-0.0297,0.0402,-0.0216,-0.0557,0.2149,0.1854,0.0391,0.0805,-0.0319,-0.1102,0,1
0.1291,1.03,0.5913,0.165,-0.9452,2.0404,3.5527,21.7573,0,13.9734,13.01220621,20.08501402,3.308294267,,0.0945,3.527866871,1.93531818,15.954,0.0945,0.1522,3.0201,3.0196,0.4003,,,6.5053,,,9.6961,,,0,0,1
0.5323,2.86,0.6926,0.247,-0.5141,2.6749,4.6102,18.5035,0,21.2576,21.02592864,18.4864464,4.559918881,,0.1096,24.45387226,4.086044982,40.7728,0.1096,0.5611,0.9469,0.9861,0.0436,0.0444,0.3885,0.3719,0.051,0,0.1027,0.014,0,0.6519,0,1
0.1731,0.93,0.2919,0.023,0.0539,,1.112,51.2258,20.6424,,14.8773279,48.26928381,1.093610599,0.1665,0.1856,1.735,1.283128333,,0.1856,0.1386,0.5703,0.5763,0.1853,,,,,,,,,,0,1
0.0406,1.12,0.7987,0.333,0.263,2.0355,7.5787,22.9821,28.6985,23.6915,21.30372085,20.45126143,6.814839835,,0.0891,2.629963997,0.644746891,17.8516,0.0891,0.0681,0.0268,0.009,1.1887,0.0182,0.041,0.0346,-0.0514,-0.0962,-0.0587,-0.0398,0.251,-0.1847,0,1
0.2171,-0.1,0.5051,-0.026,-0.3596,1.3638,4.3258,0,0,14.6963,12.56690617,31.81690668,3.6990205,,0.0364,5.970345067,3.153330577,0,0.0364,0.2715,0.5805,0.5833,0.6588,-0.0168,0.0565,0.024,0.098,0.1261,0.205,-0.0327,0.1024,0.0999,0,1
0.0311,-0.16,0.8588,-0.043,-0.2877,3.6209,5.5651,0,0,11.6777,9.520394212,99.00680803,4.536990531,,0.0165,5.982236039,4.153769291,0,0.0165,0.0182,-1.4571,-1.2857,0.4634,0.0117,-0.0282,-0.072,0.0182,-0.0156,0.0552,-0.1118,-0.2111,0.1372,0,1
2.9821,-0.68,1,-0.774,-18.5924,0.5358,19.1473,0,0,-72.5848,,,8.243785629,,-0.041,,,0,-0.041,2.9821,-2.9484,0.8944,-3.71,,,,,,,,,,0,1
0.0742,1.4,0.8691,0.346,0.3556,1.701,6.375,18.1286,16.953,15.0145,12.13885487,14.89696254,5.154043452,,0.0842,2.487260125,2.044798152,23.0126,0.0842,0.0336,0.1903,0.1382,-0.1801,0.0228,0.0729,0.0727,-0.0755,0.0266,-0.0002,-0.0882,0.0793,0.0679,0,1
1.4079,1.8,1,0.594,0.6248,0.7446,5.7774,9.7889,9.3316,9.2476,7.24255444,6.002461894,4.524796174,,0.0971,0.111234997,0.066167448,30.9684,0.0971,1.4079,142.8298,179,-0.3937,,,0,,,-0.2604,,,0,0,1
-0.0978,1.42,1,0.894,-0.1074,0.9563,8.8908,9.9155,0,-89.3179,,7.381444684,7.342334007,,0.1071,3.791298126,0.132646783,21.6887,0.1071,-0.0978,0.1765,0.1833,-1.0176,,,-0.0206,,,0,,,0.2956,0,0
0.8394,-0.29,0.3443,-4.006,-7.9494,8.4717,127.7423,0,0,-16.0695,,,127.4691272,,-0.2653,3.553321976,3.110391823,0,-0.2653,13.0566,,0.2368,,,,,,,,,,,,0
0.312,-0.17,0.4746,-0.029,-0.9358,0.8151,1.2328,0,0,11.8921,10.00102908,,1.243068548,,-0.0195,2.32313824,0.753411602,0,-0.0195,0.3252,0.7474,0.7424,0.6387,0.0572,0.578,1.0117,-0.0865,0,0,0,0,0,0,1
0.6916,3.31,1,0.778,1.0794,0.8907,4.3058,5.5196,3.9824,3.9892,3.097398208,4.298962196,3.343203446,,0.161,0.096809758,0.1955132,39.0849,0.161,0.6916,0.8792,0.8807,0.4744,,,-0.3171,,,0,,,-0.3581,0,1
2.7476,2.42,1,2.3,-7.8158,0.7551,19.4623,8.814,0,-21.5143,,6.787572477,16.64368468,,0.0951,18.22399314,11.54635818,39.2187,0.0951,2.7476,6.104,4.5072,-14.0244,,,,,,,,,,0,0
0.049,1.28,1,0.257,-0.46,5.3189,13.2979,51.25,0,21.8996,19.87884418,47.03601278,12.07085404,,0.09,1.091648539,1.091648539,20.1421,0.09,0.049,-0.2734,-0.2809,-2.9101,0.0635,0.1639,0.0521,0.0374,0.1235,0.0705,-0.08,-0.2619,0.072,0,1
0.0128,0.5,0.6809,0.166,-0.0542,1.4047,7.205,43,0,13.5547,11.75803107,21.64996818,6.2500028,,0.0563,8.342977697,5.66305003,13.1218,0.0563,0.0489,-0.4392,-0.4565,0.8776,0.0087,-0.0028,0.0068,0.017,0.0014,0.0046,-0.0094,-0.0425,-0.0199,0,0
0,0.5,0,,0,0.3441,0,14.26,8.6043,8.6043,8.604332895,14.28129064,,,0.0241,1642.130435,1642.130435,15.2687,0.0241,1,0.3883,0.3889,11.6058,-1,0,0,0.1554,0.3078,0.439,0.2834,0.2548,-0.2775,0,1
-0.101,0.04,0.1097,0.017,-0.3519,1.6497,10.9745,606.795,0,90.3489,93.05951656,649.67175,11.30379956,0.0024,0.0026,2.294,1.962697351,3.6389,0.0026,-0.475,-0.7288,-0.7143,-0.5732,0.0268,-0.0688,-0.0034,0.0746,-0.1077,-0.1722,0,-0.4543,-0.429,0,0
0.5991,-1.89,0.6951,-0.36,-0.9045,1.2784,2.5856,0,0,10.2866,8.931210023,,2.244937302,,-0.1181,2.636492779,1.57485597,0,-0.1181,0.6969,0.8467,0.9114,0.4278,,,-0.2644,,,0,,,0,0,0
0.0984,0.11,0.7063,0.019,0.2339,1.7639,5.1916,285.9091,22.1928,22.1928,21.67466968,271.5730749,5.070373444,-0.1044,0.0063,4.085,4.366643085,6.643,0.0063,0.1445,0.3553,0.375,-0.4828,-0.0527,0.0654,0.0689,0.017,0.3885,1.1842,0,0,0,0,1
0.1015,1.76,0.378,0.036,0.0692,,0.742,20.767,10.7253,,8.976150252,20.63755154,0.739502,1.1075,0.3304,0.992,0.923038177,,0.3304,0.0581,1.9111,1.7937,-0.026,0.0494,-0.0421,0.0427,0.0752,0.0893,0.0162,-0.0262,-0.063,0,0,1
0.0686,-0.12,0.5664,0.304,0.252,2.8466,14.9137,0,63.0675,63.0675,0,0,0,,0.0371,10.79085407,8.006052455,0,0.0371,0.1381,,0.2414,,,,,,,,,,,,0
0,-0.03,0,,0,,0,0,0,,,,,-0.5516,-0.4097,8.442,8.442013129,,-0.4097,0,-11.1847,0,-14.1783,,,,,,,,,,5.9008,0
0.1033,-0.01,0.2618,-0.001,0.02,1.3385,0.6944,0,34.5249,5.9046,5.028915323,97.54975461,0.591451952,,0.0117,1.878844633,1.685389062,0,0.0117,0.0918,-1.0407,-1.0233,1.0894,0.0023,0.0411,0.0525,-0.031,0.0911,0.0851,-0.1838,0,0,0,0
-0.0066,-0.74,0.1661,-0.075,-0.3979,2.0469,3.3364,0,0,-72.056,,,3.213379187,,-0.0458,2.664587123,0.383172231,0,-0.0458,0.0215,-1.4927,-1.4901,0.4455,0.0161,-0.1152,-0.1436,0,0,0,0,0,0,0,0
0.2254,0.46,0.9974,0.24,-3.054,1.1571,8.4522,33.587,0,16.2118,9.788282683,21.17785383,5.103239848,,0.0406,2.258573388,2.258573388,12.1534,0.0406,0.2236,12.4144,1.875,-0.0582,,,,,,,,,,0,1
0.1787,0.06,0.0721,0,0.0134,,0.1565,400.55,11.6448,,5.339884575,,0.153622307,-0.0185,-0.0268,1.595,1.283255086,,-0.0268,-0.0757,0,1.0286,-0.5737,,,,,,,,,,0,1
0.3429,0.49,0.2245,0.061,-0.0136,1.2655,1.2454,20.3061,0,-100.3553,,20.47255641,1.24389951,-0.0324,0.0618,2.351,0.951271378,9.3107,0.0618,0.4098,0.5501,0.2895,0.8839,,-0.4342,-0.2399,,0,0,,0,-0.4475,0,1
0.4551,0.04,0.8655,0.026,-4.9655,1.51,6.5127,281.25,0,13.4214,12.08813566,226.733491,5.865716,,0.0058,0.686373874,0.686373874,2.6239,0.0058,0.5364,-0.2127,-0.4286,-0.1789,,0.0993,0.3861,,0.04,0,,0.811,0,0,1
0.0915,16.91,0.6376,0.381,0.5081,6.1119,9.4872,24.9344,18.6994,16.4575,14.67491916,22.19980948,8.459534513,,0.2451,12.91839339,12.91839339,162.0106,0.2451,0.0988,0.1244,0.1243,1.0562,0.0116,0.0411,0.0489,0.085,0.0714,0.2094,0,0.0169,0.1493,0,0
0.0993,-0.34,0.7264,-0.04,-1.2035,6.2949,2.3654,0,0,24.01,0,,0,,-0.0978,7.590514362,5.915942997,0,-0.0978,0.1018,-1.7502,-1.8333,-270.7229,,,,,,,,,,0,0
0.4833,0,1,0.738,0.7983,1.9645,13.5383,0,16.959,15.1359,0,0,0,,0.1071,4.378188465,0.219166419,0,0.1071,0.4833,0.3224,-1,0.3887,,,,,,,,,,0,0
-0.1676,5.29,0.9781,0.639,0.605,49.5739,36.0318,56.6333,59.8388,58.1593,57.70534672,55.9062776,35.75062224,,0.8877,18.32612967,18.32612967,26.8192,0.8877,-0.1574,-0.1552,-0.1328,-0.1898,0.1467,0.1751,0.1706,0.1809,0.1475,0.1339,0.1718,0.19,0.1846,0,1
-0.1489,25.1114,0.6216,0.205,0.4083,,1.2574,1.5332,3.0794,4.6975,2.831793176,0.380700314,1.166350915,0.1779,0.6015,0.1507,2.320270198,,0.6015,-0.1615,2.1538,2.1532,-0.3425,0.4144,0.5911,0.8706,0.3951,0.4721,0.7021,0.9497,1.5035,3.6335,0,1
-0.0398,1.14,0.5311,0.13,0.0619,1.391,4.962,41.3158,87.1164,25.4382,7.539383806,11.32053308,1.470646356,,0.0358,6.04808063,3.482495273,29.7434,0.0358,-0.0177,0.416,0.52,-0.6503,,,0.0563,,,-0.0429,,,0.3564,0,1
0.0382,1.53,0.7526,0.152,0.307,4.4318,6.5027,43.1111,21.1848,15.844,14.44909552,28.42973387,5.930206477,,0.1422,1.777731303,1.703641738,22.6351,0.1422,0.0285,0.0934,0.0775,0.5474,0.0244,0.0238,0.0166,0.0149,0.076,0.0509,0.0115,0.0882,0.12,0,0
0.159,-0.1,0.4774,-0.007,-0.4948,0.5187,0.9014,0,0,48.432,48.43203889,2886.287723,0.901424363,,0.0002,3.196741956,3.196741956,0,0.0002,0.1319,0.8989,0.898,0.6792,0.0065,0.0786,0.1391,0,0,0,-0.3725,0,-0.9155,0,1
0.243,1.65,0.7062,0.596,0.0834,0.8862,5.3908,8.1394,57.7148,-48.2155,,6.465762273,3.854229579,,0.1022,15.25970337,1.378064329,23.7198,0.1022,0.169,0.1245,-0.0179,1.3579,,,,,,,,,,0,1
0.1485,-0.25,0.4739,-0.032,-0.427,0.6594,0.6716,0,0,7.9302,7.926806119,,0.671304022,,-0.0224,1.421919935,1.421919935,0,-0.0224,0.1301,-0.2069,-0.1364,0.6909,-0.0579,0.021,0.0326,0,-0.2041,0,0,0,0,0,1
-0.1374,2.67,0.2676,0.04,0.7002,0.1496,0.2008,4.9937,0.2867,3.6747,3.052230089,0.370498822,0.166752634,,0.3354,2.877897991,2.591791173,73.1756,0.3354,-0.1168,-0.7844,-0.7883,2.4205,-0.1448,-0.1183,-0.1804,-0.2426,-0.1094,-0.0709,0.0643,0,0,0,0
-0.3225,-2.81,0.0702,-0.225,-0.2852,0,0.1529,0,0,-0.5382,,,0.148558442,,0.9107,0.147966721,0.147966721,13.6871,0.9107,-0.6844,-1.0453,-0.965,-5.947,-0.1979,0.1059,-0.1218,0,0,0,0,0,0,0,0
-0.1871,0.09,0.9015,0.198,-2.4632,1.5485,25.0854,123.8889,0,77.1306,75.60184702,124.38642,24.58823104,0.0126,0.0122,34.253,39.51162264,3.8186,0.0122,-0.2089,-0.6314,-0.625,-7.2537,-0.1075,-0.1534,-0.258,-0.164,-0.2256,-0.38,-0.1971,-0.2908,-0.4395,0,0
-1,-5.5036,0,-0.1919,0,,11.3271,0,0,,0.399443282,,,-0.9577,-3.4952,1.1833,2.367374005,,-3.4952,-0.9305,-2.933,,3.8073,,,,,,,,,,0,0
0.03,0.38,0.5732,0.157,0.0478,4.0103,1.5078,53.1316,172.6292,4.7558,24.69968101,49.45808853,7.8310423,,0.0541,4.061471703,3.802898955,7.5653,0.0541,0.0753,0.3459,0.3103,-0.4691,,,,,,,,,,0,1
-0.4998,0.11,0.2416,0.124,-1.8959,0.6861,2.6202,21.4545,0,-1.3843,,21.18335744,2.620172549,0.0134,0.0324,1.606,0.268811952,2.9175,0.0324,-0.7326,-0.8403,-0.8429,-8.5034,,-0.0653,-0.1573,,0,0,,-0.2315,-0.3774,0,0
0.019,-0.42,-0.5658,-6.534,-14.0251,0.5316,162.4352,0,0,-12.188,,,137.9592932,,-0.0214,5.380207198,1.310818695,0,-0.0214,0.2414,0.5931,0.5882,0.3271,-0.3945,-0.6137,0.0047,0,0,0,0,0,0,0,1
3.083,0.04,0.4097,0.037,0.1568,3.2573,1.7582,54,9.8095,-33.8227,,40.13425608,1.492898515,0.0224,0.0666,0.911,0.606050517,0.84,0.0666,2.9604,1.2054,1.1481,3.2344,-0.0499,-0.0521,-0.0759,0,0,0,-0.0128,0,0,0,0
0.0022,-3.89,0.2587,-0.098,0.0305,0,0.8338,0,27.2988,6.7749,6.776025301,,0.833966625,,0.1574,0.319574642,0.319574642,40.815,0.1574,0.0788,-3.4256,-5.5233,-0.8104,0.1976,0.0814,0.0509,0.6801,0.2507,0.2463,0,0,0,0,0
-0.0173,0.75,0.4575,0.082,0.0782,1.996,5.1526,63.3333,65.8492,24.1634,24.16344255,63.08609398,5.152575057,0.0293,0.0316,1.605,2.015084745,20.0397,0.0316,-0.081,-0.3128,-0.3182,-0.1232,0.0312,0.0458,0.0535,0.0578,0.0766,0.1207,0.0057,0.234,0.3175,0,0
1.0786,1.15,0.7107,0.461,0.7096,7.5046,2.8111,6.087,3.9617,3.9303,3.930309591,6.103745209,2.811145554,0.8358,1.2295,1.148,0.877814846,4.9134,1.2295,1.2625,2.2018,2.1944,2.149,-0.2048,0.2636,0.4539,0,0,0,0.0143,0.3354,0,0,1
0.0896,1.321,0.9027,0.1,0.2919,0,4.4918,45.4201,15.5463,11.8041,0.376738961,1.434962917,0.143361439,,-0.1447,1.807152389,1.317141603,0,-0.1447,0.1034,0.3123,0.3276,14.8947,0.0839,0.092,0.1032,0.1177,0.169,0.134,0.172,-0.1093,-0.031,0,1
0.0697,0.04,0.8066,0.012,0.2942,,2.4588,193.75,8.3001,,5.601050685,208.4165321,2.487527468,0.0009,0.0035,1.006,1.005817091,,0.0035,0.0702,1.1826,1.1905,1.7229,-0.0719,-0.0152,-0.04,0,0.2284,-0.1011,0,0,-0.5376,0,1
0.0356,-111.42,0.702,-1.86,-0.0317,0,0.3054,0,0,27.0126,0,,0,,0.3773,0.280725411,0.280725411,680.1643,0.3773,0.0377,0.24,0.24,0.8717,,,0,,,0,,,0,0,1
0.0029,-0.02,1,-0.017,0.4475,4.7046,7.1003,0,15.7371,15.8676,15.73713933,56.29151875,7.041934612,,0.0339,18.91812731,1.370540893,0,0.0339,0.0029,0.9553,0.9524,4.9296,,0.1431,0.2129,,0.044,0,,-0.1892,0,0,0
0.3694,0.05,0.5776,0.077,-4.0729,0.865,6.8707,92.2,0,26.1345,22.85780494,77.84869654,6.009288919,,0.0095,1.966015998,1.812229251,2.4798,0.0095,0.0523,-0.9369,-0.939,-6.5149,,,,,,,,,,0,1
0,-0.07,0,,0,2.3894,0,0,0,-379.1984,,,,,-0.0662,,0.003658103,0,-0.0662,0,-0.9941,-0.75,0.5498,,,,,,,,,,0,1
0.1157,2.1,0.5287,0.079,0.1033,0,1.613,20.4857,15.6083,6.8723,5.982690573,17.72399746,1.404189558,0.1151,0.1054,0.759,0.446496362,30.78,0.1054,0.0858,-0.0277,-0.1139,0.0158,0.0498,0.0452,0.0295,0.0437,0.0132,-0.0177,0.0099,0.2599,-0.1545,0,0
-0.0751,1.33,0.7766,0.283,0.0269,,0.781,2.9699,29.0338,1.6273,3.062989561,2.286268084,0.646382153,0.5331,0.4215,0.694,0.582125972,,0.4215,-0.0723,4.8351,4.5946,2.5321,,-0.2012,-0.198,,-0.2562,-0.3508,,0.2795,0,0,1
-0.0429,3.22,0.5817,0.104,0.0368,0,1.7662,16.9503,48.0964,10.2588,9.157341694,15.13015799,1.576548532,0.1625,0.5828,0.87,0.672148978,19.9999,0.5828,-0.0732,-0.2658,-0.2648,-0.7821,0.0019,-0.0463,-0.0979,-0.0433,-0.1275,-0.2678,0.0422,0.3055,-0.0709,0,1
-0.024,1.16,0.555,0.036,0.0948,0,0.7933,21.8534,8.2544,3.0075,2.266480487,16.68361355,0.597821527,0.0371,0.0467,0.965,0.418956814,25.4494,0.0467,-0.0421,-0.287,-0.2658,-0.2833,0.0444,0.0236,0.0245,0.0171,0.0161,-0.0263,-0.0957,0.0153,0,0,0
0.3026,0.44,0.2914,0.021,-0.1878,0,6.1956,289.75,0,-37.1182,,292.8599877,6.190982448,0.1349,0.0697,1.247,0.378005593,7.8573,0.0697,0.176,0.5222,0.5172,-0.8057,0.2464,0.1891,0.2424,0,0,0,0.1459,-0.0657,0.1642,0.1989,1
0.1547,1.71,0.5585,0.037,-0.0513,0,1.2819,34.1053,0,17.2928,17.26033337,32.85374414,1.279446958,0.0559,0.0801,1.576,1.147195744,29.1625,0.0801,0.1919,1.0723,1.0602,-3.787,0.0867,0.0343,0.079,-0.0321,-0.1834,-0.1376,0.099,0,2.2439,0,1
-0.0681,-0.5,0.4613,-0.062,-0.3449,0,0.4295,0,0,-32.6711,,,0.429214419,-0.1315,-0.1008,0.571,0.312630611,0,-0.1008,-0.0462,0.4036,0.4118,-1.986,-0.0542,-0.0574,-0.1169,0,0,0,0,0,0,0,0
0.2126,2,0.6905,0.147,0.349,0,7.8101,53.075,22.3499,16.7253,15.94825212,45.05164446,7.447222076,0.0904,0.1414,1.036,0.765585729,26.7278,0.1414,0.1538,0.4276,0.4085,0.4041,0.1593,0.1712,0.1694,0.1583,0.1662,0.1622,0.426,0.1756,0.1725,0,1
-0.0009,3.22,0.3585,0.098,0.1473,6.0177,1.8247,18.5373,12.3848,9.7251,9.720367519,18.52166866,1.823808772,0.2362,0.3247,1.803,1.336436212,26.8073,0.3247,-0.0042,0.8669,0.8613,0.2993,0.0402,0.022,0.0239,0.0182,0.0122,0.0721,0.0895,-0.0108,0.221,0,0
,2.18,0.631183107,0.113450969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
-0.1953,1.83,0.605,0.124,0.3205,0,2.0231,16.7486,6.312,4.6759,4.675916598,16.28989205,2.02308285,0.117,0.1239,0.725,0.535195623,25.0032,0.1239,-0.2301,2.4797,10.6316,0.2719,0.072,-0.0303,-0.1105,0.1139,0.0434,0.0388,0.0861,0,0,0,1
0.2463,-9.01,0.3036,-0.107,-0.103,0,5.1055,0,14.4931,146.6502,,,0,-0.7341,0.2206,1.418,0.978799193,82.4282,0.2206,0.3483,-0.0529,0.1062,-0.0913,,,,,,,,,,0.5094,1
-0.0673,,0.3504,,,,,,,,,,,,,0.727484404,0.607459801,,,-0.1599,-0.789,,,,,,,,,,,,,1
0.0704,-0.12,0.5683,-1.369,-0.1419,13.263,17.3173,0,0,190.329,213.7823794,,19.45121473,-0.1465,-0.8197,0.221,0.367828356,0,-0.8197,0.1453,-2.8341,-2.7143,0.5188,-0.2709,-0.1787,-0.1221,-0.2822,0,0,0,0,0,0,0
